10035,40.79908752,-73.93626404
10029,40.79010773,-73.95394897
11238,40.68282318,-73.95609283
11211,40.71999741,-73.95752716
11205,40.69287109,-73.95484924
10026,40.80781174,-73.94548035
11211,40.71685791,-73.95888519
10032,40.83937836,-73.940979
11373,40.73363876,-73.86982727
11372,40.74664307,-73.89116669
11101,40.74275589,-73.95211029
11217,40.68484116,-73.9777298
11213,40.66965485,-73.93940735
10035,40.80450058,-73.93758392
11415,40.71378326,-73.82997894
11222,40.73025513,-73.95442963
11105,40.77596283,-73.91095734
10029,40.79544067,-73.94812775
11217,40.68463898,-73.9777832
11235,40.58727264,-73.95398712
11201,40.69744873,-73.99266815
11517,40.67750168,-73.98323059
11368,40.74875641,-73.86930847
11102,40.76668167,-73.92165375
11206,40.70028687,-73.94160461
11211,40.72079086,-73.95910645
10026,40.80189133,-73.95366669
11205,40.69309616,-73.96900177
10451,40.81760788,-73.923172
10128,40.78468704,-73.94701385
10460,40.84383774,-73.88764954
11106,40.75542831,-73.92271423
11222,40.73398209,-73.95480347
11106,40.76172256,-73.92566681
10035,40.80486679,-73.93891907
11238,40.67229462,-73.97063446
11106,40.76171875,-73.92534637
11221,40.69132233,-73.9389801
11206,40.70397568,-73.93845367
10115,40.80839157,-73.96351624
10032,40.84040451,-73.94297028
11372,40.74768829,-73.88362122
10025,40.80439758,-73.96656036
10029,40.7922287,-73.95258331
10035,40.80508423,-73.93974304
10030,40.81863022,-73.93744659
10128,40.78850174,-73.95505524
11217,40.68373108,-73.97621918
10026,40.79951096,-73.94717407
11423,40.71209717,-73.76941681
11372,40.74741745,-73.88747406
11231,40.6737442,-73.99568939
10499,40.85269165,-73.82746887
11435,40.69932938,-73.80712891
11236,40.64086914,-73.91916656
11217,40.68064117,-73.97505188
10029,40.79165268,-73.95310974
11234,40.63340759,-73.92115021
11372,40.74691772,-73.89053345
11201,40.70284653,-73.99078369
11216,40.67990494,-73.94094849
11102,40.76672745,-73.92150879
10128,40.7881012,-73.9557724
10452,40.8391571,-73.91486359
10454,40.81053543,-73.92192078
11234,40.62840271,-73.92779541
10462,40.84256363,-73.8530426
11106,40.7604332,-73.92208862
11225,40.66355896,-73.96108246
10032,40.84156036,-73.94319153
11372,40.74682999,-73.89192963
11217,40.68776321,-73.98162842
11415,40.71365356,-73.83029938
10035,40.80503845,-73.9389801
10115,40.8081398,-73.96011353
11103,40.76789856,-73.91155243
10027,40.81991577,-73.95482635
11223,40.60518265,-73.98046112
10039,40.8287468,-73.94241333
11106,40.75443649,-73.92266846
11216,40.68717575,-73.94173431
11103,40.75296783,-73.91130066
10031,40.83109665,-73.9468689
11225,40.65436554,-73.95282745
11231,40.68288422,-73.99786377
10033,40.85438156,-73.9336319
11435,40.7070961,-73.80477142
10026,40.80353546,-73.94863892
11372,40.74681854,-73.89250183
10128,40.7870369,-73.9539032
11231,40.68124771,-74.0083847
11105,40.77070236,-73.90299225
10462,40.83409882,-73.852005
11211,40.71860123,-73.95743561
11217,40.68364716,-73.97894287
11372,40.74695587,-73.89118958
11374,40.72776413,-73.85520935
11377,40.74602127,-73.89962006
10027,40.80925751,-73.94918823
10457,40.84511948,-73.90242767
11211,40.71773148,-73.95776367
10027,40.81155014,-73.95006561
10037,40.81142426,-73.9429245
10033,40.84825134,-73.93090057
10037,40.81391907,-73.94087982
